Election Day Turnout ,76 11.59% REP - AT-LARGE MEMBER OF THE COUNCIL (20) ,"",20/20 ,100.00%
Absentee Turnout ,1 0.15% Marcus Skelton ,"",183 ,78.21%
Provisional Turnout ,"0 0.00% Write In, if any ","",51 ,21.79%
Total... ,77 11.74% Total... ,"",234 ,100.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REP(2R0E)S ,20/20 100.00% REP - UNITED STATES SENATOR (20) ,"",20/20 ,100.00%
Andy Miscuk ,"901 4.76% Write In, if any ","",46 ,100.00%
Eleanor Holmes Norton ,"17,909 94.54% Total... ","",46 ,100.00%
"Write In, if any ",134 0.71%,"","",""
Total... ,"18,944 100.00% REP - UNITED STATES REPRESENTATIVE (20) ","",20/20 ,100.00%
DEM - MAYOR OF THE DISTRICT OF COLUMBI(A20) ,"20/20 100.00% Write In, if any ","",43 ,100.00%
"",Total... ,"",43 ,100.00%
Vincent Orange ,321 1.64%,"","",""
Adrian Fenty ,"13,455 68.83% SG - DELEGATE TO THE U.S. HOUSE OF REPR(E20S)E ","",20/20 ,100.00%
Michael A. Brown ,"81 0.41% Write In, if any ","",35 ,100.00%
Linda Cropp ,"4,670 23.89% Total... ","",35 ,100.00%
Artee (RT) Milligan ,27 0.14% SG - MAYOR OF THE DISTRICT OF COLUMBIA(20) ,"",20/20 ,100.00%
Marie Johns ,959 4.91% Chris Otten ,"",34 ,45.95%
Nestor Djonkam ,"12 0.06% Write In, if any ","",40 ,54.05%
"Write In, if any ",22 0.11% Total... ,"",74 ,100.00%
Total... ,"19,547 100.00%","","",""
"",SG - CHAIRMAN OF THE COUNCIL (20) ,"",20/20 ,100.00%
DEM - CHAIRMAN OF THE COUNCIL (20) ,20/20 100.00%,"","",""
"","Write In, if any ","",34 ,100.00%
Vincent C. Gray ,"11,777 62.18% Total... ","",34 ,100.00%
Kathy Patterson ,"7,117 37.58%","","",""
"Write In, if any",SG - AT-LARGE MEMBER OF THE COUNCIL (20) 450.24%,"",20/20 ,100.00%
Total... ,"18,939 100.00% Ann C. Wilcox ","",54 ,81.82%
"","Write In, if any","","",""
DEM - AT-LARGE MEMBER OF THE COUNCIL (20),20/20100.00%,"",12 ,18.18%
"",Total... ,"",66 ,100.00%
Phil Mendelson ,"10,441 56.62%","","",""
A. Scott Bolden ,"SG - UNITED STATES SENATOR (20) 7,91142.90%","",20/20 ,100.00%
"Write In, if any ",88 0.48% Joyce Robinson-Paul ,"",57 ,90.48%
Total... ,"18,440 100.00% Write In, if any ","",6 ,9.52%
"",Total... ,"",63 ,100.00%
DEM - UNITED STATES SENATOR (20) ,20/20 100.00%,"","",""
"",(20) ,"",20/20 ,100.00%
Michael D. Brown ,"SG - UNITED STATES REPRESENTATIVE12,13674.51%","","",""
Philip Pannell ,"3,927 24.11% Keith R. Ware ","",57 ,91.94%
"Write In, if any ","225 1.38% Write In, if any ","",5 ,8.06%
Total... ,"16,288 100.00% Total... ","",62 ,100.00%
"",Primary Election,"",""
"","September 12, 2006","",""
"",Subdivision Report,"",""
"",District Of Columbia,"",""
"",Certified Election Night Results ,"",""
City of Washington Ward 5 ,City of Washington Ward 5,"",""
Registration & Turnout (0) ,"45,627 DEM - WARD FIVE MEMBER OF THE COUNCIL(18) ",18/18 ,100.00%
Election Day Turnout ,"15,201 33.32% Rae Zapata ","1,649 ",10.75%
Absentee Turnout ,378 0.83% Joe Harris ,212 ,1.38%
Provisional Turnout ,521 1.14% Vera Winfield ,224 ,1.46%
Total... ,"16,100 35.29% Frank Wilds ","2,920 ",19.03%
Democratic Registration & Turnout (0) ,"42,636 Harry (Tommy) Thomas, Jr. ","6,027 ",39.27%
Election Day Turnout ,"Kathy Henderson14,79134.69% ",714 ,4.65%
Absentee Turnout ,"Write In, if any3670.86% ",60 ,0.39%
Provisional Turnout ,Total... 5161.21%,"15,346 ",100.00%
Total... ,"15,674 36.76% DEM - UNITED STATES SENATOR (18) ",18/18 ,100.00%
Republican Registration & Turnout (0) ,"2,320 Michael D. Brown ","10,623 ",77.21%
Election Day Turnout ,Philip Pannell1898.15% ,"2,960 ",21.51%
Absentee Turnout ,"Write In, if any80.34% ",176 ,1.28%
Provisional Turnout ,Total... 50.22%,"13,759 ",100.00%
Total... ,202 8.71% DEM - UNITED STATES REPRESENTATIVE (18) ,18/18 ,100.00%
DC Statehood Green Party Registration & Turno(u0t) ,671 Mike Panetta ,"5,538 ",43.48%
Election Day Turnout ,John J. Forster8712.97% ,"5,006 ",39.30%
Absentee Turnout ,James S. Bubar30.45% ,"1,921 ",15.08%
Provisional Turnout ,"Write In, if any00.00% ",273 ,2.14%
Total... ,90 13.41% Total... ,"12,738 ",100.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REP(1R8E)S ,18/18 100.00% REP - DELEGATE TO THE U.S. HOUSE OF REP(R1E8)S ,18/18 ,100.00%
Andy Miscuk ,"Write In, if any5713.74% ",57 ,100.00%
Eleanor Holmes Norton ,"Total... 14,61695.67%",57 ,100.00%
"Write In, if any ",91 0.60% REP - MAYOR OF THE DISTRICT OF COLUMBI(A18) ,18/18 ,100.00%
Total... ,"15,278 100.00% David W. Kranich ",102 ,54.55%
DEM - MAYOR OF THE DISTRICT OF COLUMBI(A18) ,"18/18 100.00% Write In, if any ",85 ,45.45%
Vincent Orange ,"Total... 1,2557.99%",187 ,100.00%
Adrian Fenty ,"8,159 51.94% REP - CHAIRMAN OF THE COUNCIL (18) ",18/18 ,100.00%
Michael A. Brown ,"96 0.61% Write In, if any ",52 ,100.00%
Linda Cropp ,"5,302 33.75% Total... ",52 ,100.00%
Artee (RT) Milligan ,17 0.11% REP - AT-LARGE MEMBER OF THE COUNCIL (18) ,18/18 ,100.00%
Marie Johns ,853 5.43% Marcus Skelton ,130 ,84.97%
Nestor Djonkam ,"12 0.08% Write In, if any ",23 ,15.03%
"Write In, if any ",14 0.09% Total... ,153 ,100.00%
Total... ,"15,708 100.00%","",""
"",REP - WARD FIVE MEMBER OF THE COUNCIL (18) ,18/18 ,100.00%
DEM - CHAIRMAN OF THE COUNCIL (18) ,18/18 100.00%,"",""
"","Write In, if any ",88 ,100.00%
Vincent C. Gray ,"9,772 64.98% Total... ",88 ,100.00%
Kathy Patterson ,"5,224 34.74%","",""
"Write In, if any ",43 0.29% REP - UNITED STATES SENATOR (18) ,18/18 ,100.00%
Total... ,"15,039 100.00% Write In, if any ",32 ,100.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL (18) ,18/18 100.00% Total... ,32 ,100.00%
Phil Mendelson ,"7,579 52.44% REP - UNITED STATES REPRESENTATIVE (18) ",18/18 ,100.00%
A. Scott Bolden ,"6,799 47.04% Write In, if any ",27 ,100.00%
"Write In, if any ",76 0.53% Total... ,27 ,100.00%
Total... ,"14,454 100.00% SG - DELEGATE TO THE U.S. HOUSE OF REPR(E18S)E ",18/18 ,100.00%
DEM - WARD FIVE MEMBER OF THE COUNCIL(18) ,"18/18 100.00% Write In, if any ",32 ,100.00%
Regina James ,547 3.56% Total... ,32 ,100.00%
Deborah ''Debbie'' Smith ,373 2.43% SG - MAYOR OF THE DISTRICT OF COLUMBIA(18) ,18/18 ,100.00%
Bruce A. Marshall ,"1,491 9.72% Chris Otten ",48 ,54.55%
Audrey M. Ray ,"508 3.31% Write In, if any ",40 ,45.45%
Ron L. Magnus ,621 4.05% Total... ,88 ,100.00%
"",Primary Election,"","",""
"","September 12, 2006","","",""
"",Subdivision Report,"","",""
"",District Of Columbia,"","",""
"",Certified Election Night Results ,"","",""
City of Washington Ward 5 ,City of Washington Ward 6,"","",""
SG - CHAIRMAN OF THE COUNCIL (18) ,18/18 100.00% Registration & Turnout (0) ,"","41,703",""
"Write In, if any ",29 100.00% Election Day Turnout ,"","13,241 ",31.75%
Total... ,29 100.00% Absentee Turnout ,"",452 ,1.08%
SG - AT-LARGE MEMBER OF THE COUNCIL (18) ,18/18 100.00% Provisional Turnout ,"",409 ,0.98%
Ann C. Wilcox ,Total... 6282.67%,"","14,102 ",33.82%
"Write In, if any ",13 17.33% Democratic Registration & Turnout (0) ,"","35,964",""
Total... ,75 100.00% Election Day Turnout ,"","12,681 ",35.26%
SG - WARD FIVE MEMBER OF THE COUNCIL (18) ,18/18 100.00% Absentee Turnout ,"",441 ,1.23%
Carolyn C. Steptoe ,Provisional Turnout4044.94% ,"",382 ,1.06%
"Philip Blair, Jr. ",Total... 3337.08%,"","13,504 ",37.55%
"Write In, if any ",16 17.98% Republican Registration & Turnout (0) ,"","5,081",""
Total... ,89 100.00% Election Day Turnout ,"",428 ,8.42%
SG - UNITED STATES SENATOR (18) ,18/18 100.00% Absentee Turnout ,"",8 ,0.16%
Joyce Robinson-Paul ,Provisional Turnout6788.16% ,"",23 ,0.45%
"Write In, if any ",Total... 911.84%,"",459 ,9.03%
Total... ,76 100.00% DC Statehood Green Party Registration & Turno(u0t) ,"",658,""
SG - UNITED STATES REPRESENTATIVE (18) ,18/18 100.00% Election Day Turnout ,"",70 ,10.64%
Keith R. Ware ,Absentee Turnout6888.31% ,"",3 ,0.46%
"Write In, if any ",Provisional Turnout911.69% ,"",4 ,0.61%
Total... ,77 100.00% Total... ,"",77 ,11.70%
"",DEM - DELEGATE TO THE U.S. HOUSE OF REP(1R7E)S ,"",17/17 ,100.00%
"",Andy Miscuk ,"",995 ,7.56%
"",Eleanor Holmes Norton ,"","12,075 ",91.72%
"","Write In, if any ","",95 ,0.72%
"",Total... ,"","13,165 ",100.00%
"",DEM - MAYOR OF THE DISTRICT OF COLUMBI(A17) ,"",17/17 ,100.00%
"",Vincent Orange ,"",227 ,1.68%
"",Adrian Fenty ,"","7,088 ",52.46%
"",Michael A. Brown ,"",105 ,0.78%
"",Linda Cropp ,"","4,620 ",34.19%
"",Artee (RT) Milligan ,"",21 ,0.16%
"",Marie Johns ,"","1,412 ",10.45%
"",Nestor Djonkam ,"",16 ,0.12%
"","Write In, if any ","",22 ,0.16%
"",Total... ,"","13,511 ",100.00%
"",DEM - CHAIRMAN OF THE COUNCIL (17) ,"",17/17 ,100.00%
"",Vincent C. Gray ,"","6,602 ",50.64%
"",Kathy Patterson ,"","6,392 ",49.03%
"","Write In, if any ","",44 ,0.34%
"",Total... ,"","13,038 ",100.00%
"",DEM - AT-LARGE MEMBER OF THE COUNCIL (17) ,"",17/17 ,100.00%
"",Phil Mendelson ,"","8,100 ",64.01%
"",A. Scott Bolden ,"","4,506 ",35.61%
"","Write In, if any ","",48 ,0.38%
"",Total... ,"","12,654 ",100.00%
"",DEM - WARD SIX MEMBER OF THE COUNCIL (17) ,"",17/17 ,100.00%
"",Leo Pinson ,"","1,714 ",13.41%
"","Curtis L. Etherly, Jr. ","","2,510 ",19.63%
"",Tommy Wells ,"","8,323 ",65.09%
"","Write In, if any ","",239 ,1.87%
"",Total... ,"","12,786 ",100.00%
"","",Primary Election,"",""
"","","September 12, 2006","",""
"","",Subdivision Report,"",""
"","",District Of Columbia,"",""
"","",Certified Election Night Results ,"",""
City of Washington Ward 6 ,"",City of Washington Ward 6,"",""
DEM - UNITED STATES SENATOR (17) ,"",17/17 100.00% SG - WARD SIX MEMBER OF THE COUNCIL (17) ,17/17 ,100.00%
Michael D. Brown ,"","7,342 70.02% Write In, if any ",38 ,100.00%
Philip Pannell ,"","2,923 27.88% Total... ",38 ,100.00%
"Write In, if any ","",221 2.11% SG - UNITED STATES SENATOR (17) ,17/17 ,100.00%
Total... ,"","10,486 100.00% Joyce Robinson-Paul ",54 ,93.10%
DEM - UNITED STATES REPRESENTATIVE (17) ,"","17/17 100.00% Write In, if any ",4 ,6.90%
Mike Panetta ,"","4,708 49.39% Total... ",58 ,100.00%
John J. Forster ,"","2,878 30.19% SG - UNITED STATES REPRESENTATIVE (17) ",17/17 ,100.00%
James S. Bubar ,"","1,662 17.43% Keith R. Ware ",53 ,91.38%
"Write In, if any ","","285 2.99% Write In, if any ",5 ,8.62%
Total... ,"","9,533 100.00% Total... ",58 ,100.00%
REP - DELEGATE TO THE U.S. HOUSE OF REP(R1E7)S ,"",17/17 100.00%,"",""
"Write In, if any ","",129 100.00%,"",""
Total... ,"",129 100.00%,"",""
REP - MAYOR OF THE DISTRICT OF COLUMBI(A17) ,"",17/17 100.00%,"",""
David W. Kranich ,"",325 74.37%,"",""
"Write In, if any ","",112 25.63%,"",""
Total... ,"",437 100.00%,"",""
REP - CHAIRMAN OF THE COUNCIL (17) ,"",17/17 100.00%,"",""
"Write In, if any ","",101 100.00%,"",""
Total... ,"",101 100.00%,"",""
REP - AT-LARGE MEMBER OF THE COUNCIL (17) ,"",17/17 100.00%,"",""
Marcus Skelton ,"",356 89.67%,"",""
"Write In, if any ","",41 10.33%,"",""
Total... ,"",397 100.00%,"",""
REP - WARD SIX MEMBER OF THE COUNCIL (17) ,"",17/17 100.00%,"",""
Tony Williams ,"",376 88.26%,"",""
"Write In, if any ","",50 11.74%,"",""
Total... ,"",426 100.00%,"",""
REP - UNITED STATES SENATOR (17) ,"",17/17 100.00%,"",""
"Write In, if any ","",73 100.00%,"",""
Total... ,"",73 100.00%,"",""
REP - UNITED STATES REPRESENTATIVE (17) ,"",17/17 100.00%,"",""
"Write In, if any ","",72 100.00%,"",""
Total... ,"",72 100.00%,"",""
SG - DELEGATE TO THE U.S. HOUSE OF REPR(E17S)E ,"",17/17 100.00%,"",""
"Write In, if any ","",38 100.00%,"",""
Total... ,"",38 100.00%,"",""
SG - MAYOR OF THE DISTRICT OF COLUMBIA(17) ,"",17/17 100.00%,"",""
Chris Otten ,"",35 48.61%,"",""
"Write In, if any ","",37 51.39%,"",""
Total... ,"",72 100.00%,"",""
SG - CHAIRMAN OF THE COUNCIL (17) ,"",17/17 100.00%,"",""
"Write In, if any ","",34 100.00%,"",""
Total... ,"",34 100.00%,"",""
SG - AT-LARGE MEMBER OF THE COUNCIL (17) ,"",17/17 100.00%,"",""
Ann C. Wilcox ,"",49 77.78%,"",""
"Write In, if any ","",14 22.22%,"",""
Total... ,"",63 100.00%,"",""
"",Primary Election,"","",""
"","September 12, 2006","","",""
"",Subdivision Report,"","",""
"",District Of Columbia,"","",""
"",Certified Election Night Results ,"","",""
City of Washington Ward 7 ,City of Washington Ward 7,"","",""
Registration & Turnout (0) ,"42,936 DEM - UNITED STATES REPRESENTATIVE (24) ","",24/24 ,100.00%
Election Day Turnout ,"13,669 31.84% Mike Panetta ","","4,994 ",42.71%
Absentee Turnout ,237 0.55% John J. Forster ,"","4,720 ",40.37%
Provisional Turnout ,401 0.93% James S. Bubar ,"","1,792 ",15.33%
Total... ,"14,307 33.32% Write In, if any ","",186 ,1.59%
Democratic Registration & Turnout (0) ,"40,636 Total... ","","11,692 ",100.00%
Election Day Turnout ,"13,372 32.91% REP - DELEGATE TO THE U.S. HOUSE OF REP(R2E4)S ","",24/24 ,100.00%
Absentee Turnout ,"230 0.57% Write In, if any ","",59 ,100.00%
Provisional Turnout ,400 0.98% Total... ,"",59 ,100.00%
Total... ,"14,002 34.46% REP - MAYOR OF THE DISTRICT OF COLUMBI(A24) ","",24/24 ,100.00%
Republican Registration & Turnout (0) ,"1,772 David W. Kranich ","",58 ,43.94%
Election Day Turnout ,"134 7.56% Write In, if any ","",74 ,56.06%
Absentee Turnout ,5 0.28% Total... ,"",132 ,100.00%
Provisional Turnout ,1 0.06% REP - CHAIRMAN OF THE COUNCIL (24) ,"",24/24 ,100.00%
Total... ,"140 7.90% Write In, if any ","",49 ,100.00%
DC Statehood Green Party Registration & Turno(u0t) ,528 Total... ,"",49 ,100.00%
Election Day Turnout ,40 7.58% REP - AT-LARGE MEMBER OF THE COUNCIL (24) ,"",24/24 ,100.00%
Absentee Turnout ,2 0.38% Marcus Skelton ,"",89 ,77.39%
Provisional Turnout ,"0 0.00% Write In, if any ","",26 ,22.61%
Total... ,42 7.95% Total... ,"",115 ,100.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REP(2R4E)S ,24/24 100.00% REP - UNITED STATES SENATOR (24) ,"",24/24 ,100.00%
Andy Miscuk ,"475 3.48% Write In, if any ","",26 ,100.00%
Eleanor Holmes Norton ,"13,133 96.18% Total... ","",26 ,100.00%
"Write In, if any ",47 0.34%,"","",""
Total... ,"13,655 100.00% REP - UNITED STATES REPRESENTATIVE (24) ","",24/24 ,100.00%
DEM - MAYOR OF THE DISTRICT OF COLUMBI(A24) ,"24/24 100.00% Write In, if any ","",28 ,100.00%
"",Total... ,"",28 ,100.00%
Vincent Orange ,544 3.87%,"","",""
Adrian Fenty ,"7,532 53.64% SG - DELEGATE TO THE U.S. HOUSE OF REPR(E24S)E ","",24/24 ,100.00%
Michael A. Brown ,"117 0.83% Write In, if any ","",26 ,100.00%
Linda Cropp ,"5,256 37.43% Total... ","",26 ,100.00%
Artee (RT) Milligan ,10 0.07% SG - MAYOR OF THE DISTRICT OF COLUMBIA(24) ,"",24/24 ,100.00%
Marie Johns ,564 4.02% Chris Otten ,"",11 ,28.95%
Nestor Djonkam ,"10 0.07% Write In, if any ","",27 ,71.05%
"Write In, if any ",10 0.07% Total... ,"",38 ,100.00%
Total... ,"14,043 100.00%","","",""
"",SG - CHAIRMAN OF THE COUNCIL (24) ,"",24/24 ,100.00%
DEM - CHAIRMAN OF THE COUNCIL (24) ,24/24 100.00%,"","",""
"","Write In, if any ","",20 ,100.00%
Vincent C. Gray ,"11,314 82.46% Total... ","",20 ,100.00%
Kathy Patterson ,"2,382 17.36%","","",""
"Write In, if any ",SG - AT-LARGE MEMBER OF THE COUNCIL (24) 250.18%,"",24/24 ,100.00%
Total... ,"13,721 100.00% Ann C. Wilcox ","",22 ,73.33%
"","Write In, if any","","",""
DEM - AT-LARGE MEMBER OF THE COUNCIL (24),24/24100.00%,"",8 ,26.67%
"",Total... ,"",30 ,100.00%
Phil Mendelson ,"6,798 51.57%","","",""
"",(24) ,"",24/24 ,100.00%
A. Scott Bolden ,"SG - UNITED STATES SENATOR6,31647.91%","","",""
"Write In, if any ",69 0.52% Joyce Robinson-Paul ,"",27 ,90.00%
Total... ,"13,183 100.00% Write In, if any ","",3 ,10.00%
"",Total... ,"",30 ,100.00%
DEM - UNITED STATES SENATOR (24) ,24/24 100.00%,"","",""
"",(24) ,"",24/24 ,100.00%
Michael D. Brown ,"SG - UNITED STATES REPRESENTATIVE10,04079.25%","","",""
Philip Pannell ,"2,535 20.01% Keith R. Ware ","",24 ,80.00%
"Write In, if any ","93 0.73% Write In, if any ","",6 ,20.00%
Total... ,"12,668 100.00% Total... ","",30 ,100.00%
"",Primary Election,"","",""
"","September 12, 2006","","",""
"",Subdivision Report,"","",""
"",District Of Columbia,"","",""
"",Certified Election Night Results ,"","",""
City of Washington Ward 8 ,City of Washington Ward 8,"","",""
Registration & Turnout (0) ,"35,916 DEM - UNITED STATES REPRESENTATIVE (16) ","",16/16 ,100.00%
Election Day Turnout ,"8,672 24.15% Mike Panetta ","","3,073 ",40.61%
Absentee Turnout ,131 0.36% John J. Forster ,"","3,261 ",43.09%
Provisional Turnout ,363 1.01% James S. Bubar ,"","1,088 ",14.38%
Total... ,"9,166 25.52% Write In, if any ","",146 ,1.93%
Democratic Registration & Turnout (0) ,"33,559 Total... ","","7,568 ",100.00%
Election Day Turnout ,"8,578 25.56% REP - DELEGATE TO THE U.S. HOUSE OF REP(R1E6)S ","",16/16 ,100.00%
Absentee Turnout ,"129 0.38% Write In, if any ","",33 ,100.00%
Provisional Turnout ,358 1.07% Total... ,"",33 ,100.00%
Total... ,"9,065 27.01% REP - MAYOR OF THE DISTRICT OF COLUMBI(A16) ","",16/16 ,100.00%
Republican Registration & Turnout (0) ,"1,762 David W. Kranich ","",20 ,29.85%
Election Day Turnout ,"69 3.92% Write In, if any ","",47 ,70.15%
Absentee Turnout ,2 0.11% Total... ,"",67 ,100.00%
Provisional Turnout ,5 0.28% REP - CHAIRMAN OF THE COUNCIL (16) ,"",16/16 ,100.00%
Total... ,"76 4.31% Write In, if any ","",23 ,100.00%
DC Statehood Green Party Registration & Turno(u0t) ,595 Total... ,"",23 ,100.00%
Election Day Turnout ,25 4.20% REP - AT-LARGE MEMBER OF THE COUNCIL (16) ,"",16/16 ,100.00%
Absentee Turnout ,0 0.00% Marcus Skelton ,"",45 ,73.77%
Provisional Turnout ,"0 0.00% Write In, if any ","",16 ,26.23%
Total... ,25 4.20% Total... ,"",61 ,100.00%
DEM - DELEGATE TO THE U.S. HOUSE OF REP(1R6E)S ,16/16 100.00% REP - UNITED STATES SENATOR (16) ,"",16/16 ,100.00%
Andy Miscuk ,"326 3.74% Write In, if any ","",21 ,100.00%
Eleanor Holmes Norton ,"8,344 95.74% Total... ","",21 ,100.00%
"Write In, if any ",45 0.52%,"","",""
Total... ,"8,715 100.00% REP - UNITED STATES REPRESENTATIVE (16) ","",16/16 ,100.00%
DEM - MAYOR OF THE DISTRICT OF COLUMBI(A16) ,"16/16 100.00% Write In, if any ","",15 ,100.00%
"",Total... ,"",15 ,100.00%
Vincent Orange ,352 3.92%,"","",""
Adrian Fenty ,"4,994 55.58% SG - DELEGATE TO THE U.S. HOUSE OF REPR(E16S)E ","",16/16 ,100.00%
Michael A. Brown ,"104 1.16% Write In, if any ","",8 ,100.00%
Linda Cropp ,"3,188 35.48% Total... ","",8 ,100.00%
Artee (RT) Milligan ,10 0.11% SG - MAYOR OF THE DISTRICT OF COLUMBIA(16) ,"",16/16 ,100.00%
Marie Johns ,317 3.53% Chris Otten ,"",7 ,33.33%
Nestor Djonkam ,"5 0.06% Write In, if any ","",14 ,66.67%
"Write In, if any ",15 0.17% Total... ,"",21 ,100.00%
Total... ,"8,985 100.00%","","",""
"",SG - CHAIRMAN OF THE COUNCIL (16) ,"",16/16 ,100.00%
DEM - CHAIRMAN OF THE COUNCIL (16) ,16/16 100.00%,"","",""
"","Write In, if any ","",10 ,100.00%
Vincent C. Gray ,"6,823 78.90% Total... ","",10 ,100.00%
Kathy Patterson ,"1,790 20.70%","","",""
"Write In, if any ",SG - AT-LARGE MEMBER OF THE COUNCIL (16) 350.40%,"",16/16 ,100.00%
Total... ,"8,648 100.00% Ann C. Wilcox ","",12 ,80.00%
"","Write In, if any","","",""
DEM - AT-LARGE MEMBER OF THE COUNCIL (16),16/16100.00%,"",3 ,20.00%
"",Total... ,"",15 ,100.00%
Phil Mendelson ,"4,271 50.92%","","",""
A. Scott Bolden ,"SG - UNITED STATES SENATOR (16) 4,05348.32%","",16/16 ,100.00%
"Write In, if any ",63 0.75% Joyce Robinson-Paul ,"",14 ,93.33%
Total... ,"8,387 100.00% Write In, if any ","",1 ,6.67%
"",Total... ,"",15 ,100.00%
DEM - UNITED STATES SENATOR (16) ,16/16 100.00%,"","",""
"",(16) ,"",16/16 ,100.00%
Michael D. Brown ,"SG - UNITED STATES REPRESENTATIVE6,00972.73%","","",""
Philip Pannell ,"2,189 26.49% Keith R. Ware ","",15 ,100.00%
"Write In, if any ","64 0.77% Write In, if any ","",0 ,0.00%
Total... ,"8,262 100.00% Total... ","",15 ,100.00%
"","",Primary Election,"",""
"","","September 12, 2006","",""
"","",Precinct Report,"",""
"","",District Of Columbia,"",""
"","",Certified Election Night Results ,"",""
Precinct 1 ,"",Precinct 1,"",""
Registration & Turnout ,"","3,122 DEM - WARD SIX MEMBER OF THE COUNCIL ","",(Final)
Election Day Turnout ,"","647 20.72% Write In, if any 6 ","",0.94%
Absentee Turnout ,"",37 1.19% Total... 637 ,"",100.00%
Provisional Turnout ,"",49 1.57%,"",""
"","",DEM - UNITED STATES SENATOR ,"",(Final)
Total... ,"",733 23.48% Michael D. Brown 470 ,"",77.30%
Democratic Registration & Turnout ,"","2,850 Philip Pannell 130 ","",21.38%
Election Day Turnout ,"","634 22.25% Write In, if any 8 ","",1.32%
Absentee Turnout ,"",37 1.30% Total... 608 ,"",100.00%
Provisional Turnout ,"",49 1.72%,"",""
"","",DEM - UNITED STATES REPRESENTATIVE ,"",(Final)
Total... ,"",720 25.26% Mike Panetta 198 ,"",36.26%
Republican Registration & Turnout ,"",219 John J. Forster 245 ,"",44.87%
Election Day Turnout ,"",12 5.48% James S. Bubar 94 ,"",17.22%
Absentee Turnout ,"","0 0.00% Write In, if any 9 ","",1.65%
Provisional Turnout ,"",0 0.00% Total... 546 ,"",100.00%
Total... ,"",12 5.48% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
DC Statehood Green Party Registration & Turnout ,"","53 Write In, if any 3 ","",100.00%
Election Day Turnout ,"",1 1.89% Total... 3 ,"",100.00%
Absentee Turnout ,"",0 0.00%,"",""
Provisional Turnout ,"",0 REP - MAYOR OF THE DISTRICT OF COLUMBIA 0.00%,"",(Final)
"","",David W. Kranich 7 ,"",58.33%
Total... ,"","1 1.89% Write In, if any 5 ","",41.67%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) Total... 12 ,"",100.00%
